COD_PROVINCIA|IND_SEXO|EDAD|NUM_PERMISOS|NUM_LICENCIAS|NUM_LICENCIAS_PERMISOS|NUM_PERMISOS_A|NUM_PERMISOS_B|NUM_PERMISOS_C|NUM_PERMISOS_D|NUM_PERMISOS_LCM|NUM_PERMISOS_LVA
08|V|21 a 24 años|79258|2|79259|15470|78043|829|33|0|2
08|V|25 a 29 años|109420|1|109421|25419|108207|2454|438|0|1
08|V|30 a 34 años|123022|1|123023|41764|121515|3700|933|0|1
08|V|35 a 39 años|137953|0|137953|56901|136378|6035|2054|0|0
08|V|40 a 44 años|158087|0|158087|73652|156283|10287|3654|0|0
08|V|45 a 49 años|206227|0|206227|105197|200969|16481|5738|0|0
08|V|50 a 54 años|213614|0|213614|121488|206362|20188|8506|0|0
08|V|55 a 59 años|185557|1|185557|100149|179255|18328|8646|0|1
08|V|60 a 64 años|156168|0|156168|88233|150859|17147|7512|0|0
08|V|65 a 69 años|129717|2|129717|70459|125784|7922|3246|0|2
08|V|70 a 74 años|101842|2|101842|49646|98581|3176|1500|0|2
08|V|Más de 74 años|160170|1|160171|93551|143481|1863|749|1|0
09|M|15 a 17 años|25|0|25|25|0|0|0|0|0
09|M|18 a 20 años|917|0|917|49|905|0|0|0|0
09|M|21 a 24 años|3522|0|3522|117|3516|6|0|0|0
09|M|25 a 29 años|5636|0|5636|188|5627|17|4|0|0
09|M|30 a 34 años|5951|0|5951|356|5942|30|9|0|0
09|M|35 a 39 años|7441|0|7441|556|7435|64|19|0|0
09|M|40 a 44 años|8828|0|8828|774|8813|98|39|0|0
09|M|45 a 49 años|10881|0|10881|1021|10842|135|55|0|0
09|M|50 a 54 años|11071|0|11071|1248|11000|82|49|0|0
09|M|55 a 59 años|10401|0|10401|898|10329|64|39|0|0
09|M|60 a 64 años|9278|0|9278|644|9198|45|25|0|0
09|M|65 a 69 años|7193|0|7193|472|7105|15|8|0|0
09|M|70 a 74 años|4160|0|4160|275|4085|4|2|0|0
09|M|Más de 74 años|2970|0|2970|443|2699|1|1|0|0
09|V|15 a 17 años|168|15|181|168|0|0|0|0|15
09|V|18 a 20 años|1946|5|1951|322|1869|0|0|0|5
09|V|21 a 24 años|4780|1|4781|529|4768|88|1|0|1
09|V|25 a 29 años|6958|0|6958|1054|6933|305|29|0|0
09|V|30 a 34 años|7657|0|7657|1762|7627|492|53|0|0
09|V|35 a 39 años|8780|1|8780|2615|8754|885|145|0|1
09|V|40 a 44 años|10344|2|10345|3439|10300|1366|261|0|2
09|V|45 a 49 años|13038|0|13038|4560|12950|2010|502|0|0
09|V|50 a 54 años|13404|0|13404|4849|13248|2425|1025|0|0
09|V|55 a 59 años|12951|2|12951|4128|12826|2326|1240|0|2
09|V|60 a 64 años|12559|2|12559|4034|12387|2256|1143|0|2
09|V|65 a 69 años|11700|4|11700|4181|11496|884|362|0|4
09|V|70 a 74 años|9142|5|9143|3508|8870|245|102|0|5
09|V|Más de 74 años|14987|18|14987|9366|12164|85|35|0|18
10|M|15 a 17 años|53|0|53|53|0|0|0|0|0
10|M|18 a 20 años|1493|0|1493|99|1455|0|0|0|0
10|M|21 a 24 años|4904|0|4904|137|4901|13|1|0|0
10|M|25 a 29 años|7196|0|7196|240|7194|44|7|0|0
10|M|30 a 34 años|8633|0|8633|799|8630|79|15|0|0
10|M|35 a 39 años|10023|0|10023|1020|10012|92|15|0|0
10|M|40 a 44 años|10544|0|10544|1444|10529|92|42|0|0
10|M|45 a 49 años|11745|0|11745|1638|11687|61|35|0|0
10|M|50 a 54 años|11796|0|11796|1876|11669|85|38|0|0
10|M|55 a 59 años|11440|0|11440|1237|11317|47|28|0|0
10|M|60 a 64 años|10219|1|10219|1039|10057|25|13|0|1
10|M|65 a 69 años|7309|0|7309|845|7106|9|3|0|0
10|M|70 a 74 años|3718|0|3718|357|3590|3|0|0|0
10|M|Más de 74 años|2468|0|2468|296|2277|1|1|0|0
10|V|15 a 17 años|333|2|335|333|0|0|0|0|2
10|V|18 a 20 años|2758|0|2758|615|2635|2|0|0|0
10|V|21 a 24 años|5730|0|5730|801|5700|142|3|0|0
10|V|25 a 29 años|8290|0|8290|1319|8274|513|42|0|0
10|V|30 a 34 años|8924|0|8924|3029|8900|760|82|0|0
10|V|35 a 39 años|10316|0|10316|4480|10275|1243|175|0|0
10|V|40 a 44 años|11747|0|11747|5595|11699|1810|326|0|0
10|V|45 a 49 años|13224|1|13224|6123|13012|2190|505|0|1
10|V|50 a 54 años|13614|1|13614|6359|13297|2253|885|0|1
10|V|55 a 59 años|14320|4|14320|5679|13945|2043|964|0|4
10|V|60 a 64 años|14841|7|14841|6631|14334|1987|894|0|7
10|V|65 a 69 años|13310|13|13312|6478|12681|863|324|0|13
10|V|70 a 74 años|9743|18|9745|4672|9160|274|128|0|18
10|V|Más de 74 años|15992|21|15993|10498|11644|151|73|0|21
11|M|15 a 17 años|1107|0|1107|1107|0|0|0|0|0
11|M|18 a 20 años|6828|0|6828|2109|5716|0|0|0|0
11|M|21 a 24 años|16901|0|16901|2360|16501|26|0|0|0
